text,annotation,spans,tag,properties.intentional,properties.iterative,properties.mental,properties.persistent,properties.representation_type,properties.unpredictable,properties.irreversible,properties.non_event_type
Effi Briest,der alte Friesacker Dr. Wiesike war auch einverstanden damit,"[[564029, 564089]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,"gab ihr aber in diesem Stücke doch zuviel Freiheit, zu thun","[[564091, 564150]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,was sie wolle,"[[564152, 564165]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,so daß sie sich während der kalten Tage im Mai heftig erkältete,"[[564167, 564230]]",change_of_state,['yes'],['no'],['no'],[2],['narrator_speech'],[1],['no'],
Effi Briest,sie wurde fiebrig,"[[564232, 564249]]",change_of_state,['no'],['no'],['no'],[2],['narrator_speech'],[1],['no'],
Effi Briest,hustete viel,"[[564251, 564263]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und der Doktor kam jetzt täglich,"[[564265, 564279], [564322, 564339]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,der sonst jeden dritten Tag herüber kam,"[[564281, 564320]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und war in Verlegenheit,"[[564340, 564363]]",stative_event,,,['yes'],,['narrator_speech'],[2],,
Effi Briest,wie er  der Sache beikommen solle,"[[564365, 564397]]",non_event,,,,,['thought_representation'],,,['modalised_statement']
Effi Briest,denn die Schlaf- und Hustenmittel konnten ihr des Fiebers halber nicht gegeben werden,"[[564399, 564432], [564461, 564512]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,nach denen Effi verlangte,"[[564434, 564459]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Doktor was wird aus der Geschichte,"[[564516, 564522], [564549, 564576]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,sagte der alte Briest,"[[564525, 564546]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Sie kennen sie ja von klein auf,"[[564578, 564609]]",process,['no'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,haben sie geholt,"[[564611, 564627]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,Mir gefällt das alles nicht,"[[564629, 564656]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,sie nimmt sichtlich ab,"[[564658, 564680]]",change_of_state,['no'],['yes'],['no'],[2],['character_speech'],[1],['no'],
Effi Briest,und die roten Flecke,"[[564682, 564702]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,und der Glanz in den Augen,"[[564703, 564729]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,wenn sie mich mit einemmale so fragend ansieht,"[[564731, 564777]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Was meinen Sie,"[[564779, 564793]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Was wird,"[[564795, 564803]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Muß sie sterben,"[[564805, 564820]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Wiesike wiegte den Kopf langsam hin und her,"[[564824, 564867]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Das will ich nicht sagen, Herr von Briest","[[564870, 564911]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Daß sie so fiebert,"[[564913, 564931]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,gefällt mir nicht,"[[564933, 564950]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Aber wir werden es schon wieder 'runter kriegen,"[[564952, 564999]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,dann muß sie nach der Schweiz oder nach Mentone,"[[565001, 565048]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Reine Luft und freundliche Eindrücke,"[[565050, 565086]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,die das Alte vergessen machen,"[[565088, 565117]]",process,['yes'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,"Lethe, Lethe","[[565127, 565139]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Ja,"[[565144, 565146]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Lethe,"[[565148, 565153]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,lächelte Wiesike,"[[565156, 565172]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Schade,"[[565175, 565181]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"daß uns die alten Schweden, die Griechen, bloß das Wort hinterlassen haben","[[565183, 565257]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,und nicht zugleich auch die Quelle selbst,"[[565258, 565299]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Oder wenigstens das Rezept dazu,"[[565309, 565340]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Wässer werden ja jetzt nachgemacht,"[[565342, 565376]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,"Alle Wetter, Wiesike","[[565378, 565398]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,das wär' ein Geschäft,"[[565400, 565421]]",non_event,,,,,['character_speech'],,,['subjunctive_sentence']
Effi Briest,wenn wir hier so ein Sanatorium anlegen könnten,"[[565423, 565470]]",non_event,,,,,['character_speech'],,,['subjunctive_sentence']
Effi Briest,Friesack als Vergessenheitsquelle,"[[565472, 565505]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Nun,"[[565507, 565510]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,vorläufig wollen wir's mit der Riviera versuchen,"[[565512, 565560]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Mentone ist ja wohl Riviera,"[[565562, 565589]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Die Kornpreise sind zwar in diesem Augenblicke wieder schlecht,"[[565591, 565653]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,aber was sein muß,"[[565655, 565672]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,muß sein,"[[565674, 565682]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,Ich werde mit meiner Frau darüber sprechen,"[[565684, 565726]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Das that er denn auch,"[[565730, 565751]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und fand sofort seiner Frau Zustimmung,"[[565752, 565790]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"deren in letzter Zeit — wohl unter dem Eindruck zurückgezogenen Lebens — stark erwachte Lust, auch mal den Süden zu sehen, seinem Vorschlage zu Hülfe kam","[[565792, 565945]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Aber Effi selbst wollte nichts davon wissen,"[[565947, 565990]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,Wie gut Ihr gegen mich seid,"[[565993, 566020]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Und ich bin egoistisch genug,"[[566022, 566050]]",stative_event,,,['yes'],,['character_speech'],[2],,
Effi Briest,ich würde das Opfer auch annehmen,"[[566052, 566085]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,wenn ich mir etwas davon verspräche,"[[566087, 566122]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Mir steht es aber fest,"[[566124, 566146]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,daß es mir bloß schaden würde,"[[566148, 566177]]",non_event,,,,,['character_speech'],,,['subjunctive_sentence']
Effi Briest,"Das redest Du Dir ein, Effi","[[566182, 566209]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,Nein,"[[566214, 566218]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'negation']"
Effi Briest,Ich bin so reizbar geworden,"[[566220, 566247]]",change_of_state,['no'],['yes'],['yes'],[1],['character_speech'],[1],['yes'],
Effi Briest,alles ärgert mich,"[[566249, 566266]]",stative_event,,,['yes'],,['character_speech'],[2],,
Effi Briest,Nicht hier bei Euch,"[[566268, 566287]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Ihr verwöhnt mich,"[[566289, 566306]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,und räumt mir alles aus dem Wege,"[[566307, 566339]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,"Aber auf einer Reise, da geht das nicht","[[566341, 566380]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,da läßt sich das Unangenehme nicht so bei Seite thun,"[[566382, 566434]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,mit dem Schaffner fängt es an,"[[566436, 566465]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,und mit dem Kellner hört es auf,"[[566467, 566498]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,Wenn ich mir die suffisanten Gesichter bloß vorstelle,"[[566500, 566553]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,so wird mir schon ganz heiß,"[[566555, 566582]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Nein,"[[566584, 566588]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'negation']"
Effi Briest,nein,"[[566590, 566594]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'negation']"
Effi Briest,laßt mich hier,"[[566596, 566610]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,Ich mag nicht mehr weg von Hohen-Cremmen,"[[566612, 566652]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,hier ist meine Stelle,"[[566654, 566675]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"Der Heliotrop unten auf dem Rondell, um die Sonnenuhr herum, ist mir lieber als Mentone","[[566677, 566764]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Nach diesem Gespräch ließ man den Plan wieder fallen,"[[566768, 566820]]",process,['yes'],['no'],['no'],[1],['character_speech'],[2],,
Effi Briest,und Wiesike sagte,"[[566822, 566833], [566882, 566887]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,so viel er sich von Italien versprochen hatte,"[[566835, 566880]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,Das müssen wir respektieren,"[[566890, 566917]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,denn das sind keine Launen,"[[566919, 566945]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,solche Kranken haben ein sehr feines Gefühl,"[[566947, 566990]]",stative_event,,,['yes'],,['character_speech'],[2],,
Effi Briest,"und wissen, mit merkwürdiger Sicherheit","[[566991, 567030]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,was ihnen hilft,"[[567032, 567047]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,und was nicht,"[[567048, 567061]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Und was Frau Effi da gesagt hat von Schaffner und Kellner,"[[567063, 567120]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,das ist doch auch eigentlich ganz richtig,"[[567122, 567163]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,und es giebt keine Luft,"[[567165, 567188]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,"die so viel Heilkraft hätte, den Hotelärger zu balanzieren","[[567190, 567233], [567275, 567289]]",non_event,,,,,['character_speech'],,,['subjunctive_sentence']
Effi Briest,wenn man sich überhaupt darüber ärgert,"[[567235, 567273]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Also lassen wir sie hier,"[[567291, 567315]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,wenn es nicht das beste ist,"[[567317, 567344]]",non_event,,,,,['character_speech'],,,"['conditional_sentence', 'negation']"
Effi Briest,so ist es gewiß nicht das schlechteste,"[[567346, 567384]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Das bestätigte sich denn auch,"[[567388, 567417]]",process,['no'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Effi erholte sich,"[[567419, 567436]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,nahm um ein Geringes wieder zu,"[[567438, 567468]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,der alte Briest gehörte zu den Wiegefanatikern,"[[567470, 567516]]",stative_event,,,['no'],,['narrator_speech'],[2],,
Effi Briest,und verlor ein gut Teil ihrer Reizbarkeit,"[[567518, 567559]]",change_of_state,['yes'],['no'],['yes'],[1],['narrator_speech'],[1],['no'],
Effi Briest,Dabei war aber ihr Luftbedürfnis in einem  beständigen Wachsen,"[[567561, 567622]]",change_of_state,['no'],['yes'],['yes'],[1],['narrator_speech'],[1],['no'],
Effi Briest,und zumal wenn Westwind ging,"[[567624, 567652]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und graues Gewölk am Himmel zog,"[[567653, 567684]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,verbrachte sie viele Stunden im Freien,"[[567686, 567724]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"An solchen Tagen ging sie wohl auch auf die Felder hinaus und ins Luch, oft eine halbe Meile weit","[[567726, 567823]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und setzte sich auf einen Hürdenzaun,"[[567825, 567840], [567866, 567886]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,wenn sie müde geworden,"[[567842, 567864]]",process,['no'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"und sah, in Träume verloren, auf die Ranunkeln und roten Ampferstauden","[[567887, 567957]]",process,['yes'],['yes'],['yes'],[1],['narrator_speech'],[1],,
Effi Briest,die sich im Winde bewegten,"[[567959, 567985]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Du gehst immer so allein,"[[567989, 568013]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,sagte Frau von Briest,"[[568016, 568037]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Unter unseren Leuten bist Du sicher,"[[568040, 568075]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,aber es schleicht auch so viel fremdes Gesindel umher,"[[568077, 568130]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[2],,
Effi Briest,Das machte doch einen Eindruck auf Effi,"[[568134, 568173]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,die an Gefahr nie gedacht hatte,"[[568175, 568206]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,und als sie mit Roswitha allein war,"[[568208, 568243]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,sagte sie,"[[568245, 568254]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Dich kann ich nicht gut mitnehmen, Roswitha","[[568257, 568300]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Du bist zu dick,"[[568302, 568317]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,und nicht mehr fest auf den Füßen,"[[568318, 568351]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,"Nu, gnäd'ge Frau","[[568356, 568372]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,so schlimm ist es doch noch nicht,"[[568374, 568407]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Ich könnte ja doch noch heiraten,"[[568409, 568441]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Natürlich,"[[568446, 568455]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,lachte Effi,"[[568458, 568469]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Das kann man immer noch,"[[568472, 568495]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,"Aber weißt Du, Roswitha","[[568497, 568520]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,wenn ich einen Hund hätte,"[[568522, 568547]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,der mich begleitete,"[[568549, 568568]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Papas Jagdhund hat gar kein Attachement für mich,"[[568570, 568618]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Jagdhunde sind so dumm,"[[568620, 568642]]",stative_event,,,['yes'],,['character_speech'],[2],,
Effi Briest,und er rührt sich immer erst,"[[568644, 568672]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,wenn der Jäger oder der Gärtner die Flinte vom Riegel nimmt,"[[568674, 568733]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,Ich muß jetzt oft an Rollo denken,"[[568735, 568768]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Ja,"[[568773, 568775]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,sagte Roswitha,"[[568778, 568792]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,so 'was wie Rollo haben sie hier gar nicht,"[[568795, 568837]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Aber damit will ich nichts gegen ‚hier‘ gesagt haben,"[[568839, 568891]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Hohen-Cremmen ist sehr gut,"[[568893, 568919]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"Es war drei, vier Tage nach diesem Gespräche zwischen Effi und Roswitha","[[568923, 568994]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,daß Innstetten um eine Stunde früher in sein Arbeitszimmer trat als gewöhnlich,"[[568996, 569074]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Die Morgensonne hatte ihn geweckt,"[[569076, 569091], [569115, 569132]]",process,['no'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,die sehr hell  schien,"[[569093, 569113]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,und weil er fühlen mochte,"[[569134, 569159]]",non_event,,,,,['narrator_speech'],,,['modalised_statement']
Effi Briest,daß er nicht wieder einschlafen würde,"[[569161, 569198]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,"war er aufgestanden, um sich an eine Arbeit zu machen","[[569200, 569253]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,die schon seit geraumer Zeit der  Erledigung harrte,"[[569255, 569305]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Nun war es eine Viertelstunde nach acht,"[[569308, 569347]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,und er klingelte,"[[569349, 569365]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Johanna brachte das Frühstückstablett,"[[569367, 569404]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"auf dem, neben der Kreuzzeitung und der Norddeutschen Allgemeinen,  auch noch zwei Briefe lagen","[[569406, 569500]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Er überflog die Adressen,"[[569502, 569526]]",process,['yes'],['yes'],['yes'],[1],['narrator_speech'],[1],,
Effi Briest,und erkannte an der Handschrift,"[[569527, 569558]]",process,['yes'],['no'],['yes'],[1],['narrator_speech'],[1],,
Effi Briest,daß der eine vom Minister  war,"[[569560, 569589]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Aber der andere,"[[569591, 569606]]",non_event,,,,,['narrator_speech'],,,"['ellipsis', 'question']"
Effi Briest,Der Poststempel war nicht deutlich zu lesen,"[[569608, 569651]]",non_event,,,,,['narrator_speech'],,,['negation']
Effi Briest,und das „Sr. Wohlgeboren Herrn Baron von Innstetten“ bezeugte eine glückliche Unvertrautheit mit den landesüblichen Titulaturen,"[[569653, 569780]]",stative_event,,,['no'],,['narrator_speech'],[2],,
Effi Briest,Dem entsprachen auch die Schriftzüge von sehr primitivem Charakter,"[[569782, 569848]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Aber die Wohnungsangabe war wieder merkwürdig genau,"[[569850, 569901]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,"W. Keithstraße 1c, zwei Treppen hoch","[[569903, 569939]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"Innstetten war Beamter genug, um den Brief von ‚Exzellenz‘ zuerst zu erbrechen","[[569942, 570020]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,Mein lieber Innstetten,"[[570023, 570045]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"Ich freue mich, Ihnen mitteilen zu können","[[570047, 570088]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,daß Seine Majestät Ihre Ernennung zu unterzeichnen geruht haben,"[[570090, 570153]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,und gratuliere Ihnen aufrichtig dazu,"[[570154, 570190]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,Innstetten war  erfreut über die liebenswürdigen Zeilen des Ministers,"[[570193, 570261]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,fast mehr als über die Ernennung selbst,"[[570263, 570302]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,Denn was das Höherhinaufklimmen auf der  Leiter anging,"[[570304, 570357]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,so war er seit dem Morgen in Kessin etwas kritisch gegen derlei Dinge geworden,"[[570359, 570394], [570481, 570523]]",change_of_state,['yes'],['yes'],['yes'],[2],['narrator_speech'],[2],['yes'],
Effi Briest,wo Crampas mit einem Blick Abschied von ihm genommen,"[[570396, 570422], [570454, 570479]]",process,['yes'],['no'],['yes'],[1],['narrator_speech'],[1],,
Effi Briest,den er immer vor Augen hatte,"[[570424, 570452]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,Er maß seitdem mit anderem Maße,"[[570525, 570556]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,sah alles anders an,"[[570558, 570577]]",process,['yes'],['yes'],['yes'],[1],['narrator_speech'],[1],,
Effi Briest,Auszeichnung,"[[570579, 570591]]",non_event,,,,,['thought_representation'],,,['ellipsis']
Effi Briest,was war es am Ende,"[[570593, 570611]]",non_event,,,,,['thought_representation'],,,['question']
Effi Briest,"Mehr als einmal hatte er, während der ihm immer freudloser dahin  fließenden Tage, einer halb vergessenen Ministerialanekdote aus den Zeiten des älteren Ladenberg her,  gedenken müssen","[[570613, 570795]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,der ihn wütend und mit dem Ausrufe beiseite warf,"[[570797, 570800], [570858, 570902]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,als  er nach langem Warten den roten Adlerorden empfing,"[[570802, 570856]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Da liege,"[[570905, 570913]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,bis du schwarz wirst,"[[570915, 570935]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Wahrscheinlich war er dann hinterher auch „schwarz“ geworden,"[[570938, 570998]]",non_event,,,,,['thought_representation'],,,['modalised_statement']
Effi Briest,aber um viele Tage zu spät,"[[571000, 571026]]",non_event,,,,,['narrator_speech'],,,"['ellipsis', 'modalised_statement']"
Effi Briest,und sicherlich ohne rechte Befriedigung für den Empfänger,"[[571027, 571084]]",non_event,,,,,['narrator_speech'],,,"['ellipsis', 'modalised_statement']"
Effi Briest,Alles ist an Zeit und Umstände gebunden,"[[571086, 571091], [571121, 571154]]",non_event,,,,,['thought_representation'],,,['generic_sentence']
Effi Briest,was uns Freude machen soll,"[[571093, 571119]]",non_event,,,,,['thought_representation'],,,['modalised_statement']
Effi Briest,und was uns heute noch beglückt,"[[571156, 571187]]",non_event,,,,,['thought_representation'],,,['generic_sentence']
Effi Briest,ist morgen wertlos,"[[571189, 571207]]",non_event,,,,,['thought_representation'],,,['generic_sentence']
Effi Briest,Innstetten empfand  das tief,"[[571209, 571236]]",stative_event,,,['yes'],,['narrator_speech'],[2],,
Effi Briest,und so gewiß ihm an Ehren und Gunstbezeugungen von oberster Stelle her lag,"[[571238, 571312]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,wenigstens gelegen hatte,"[[571314, 571338]]",process,['yes'],['no'],['yes'],[2],['narrator_speech'],[1],,
Effi Briest,so gewiß stand ihm jetzt fest,"[[571340, 571369]]",stative_event,,,['yes'],,['narrator_speech'],[2],,
Effi Briest,es käme bei dem glänzenden Schein der Dinge nicht viel heraus,"[[571371, 571432]]",non_event,,,,,['thought_representation'],,,"['modalised_statement', 'negation']"
Effi Briest,und das sei 'was anderes als dieser Schein,"[[571434, 571441], [571498, 571532]]",non_event,,,,,['thought_representation'],,,['modalised_statement']
Effi Briest,was man ‚das Glück‘ nenne,"[[571443, 571468]]",non_event,,,,,['thought_representation'],,,['conditional_sentence']
Effi Briest,wenn's überhaupt existiere,"[[571470, 571496]]",non_event,,,,,['thought_representation'],,,['conditional_sentence']
Effi Briest,Das Glück liegt in zweierlei,"[[571535, 571544], [571566, 571584]]",non_event,,,,,['thought_representation'],,,['conditional_sentence']
Effi Briest,wenn mir recht ist,"[[571546, 571564]]",non_event,,,,,['thought_representation'],,,['conditional_sentence']
Effi Briest,darin,"[[571586, 571591]]",non_event,,,,,['thought_representation'],,,['ellipsis']
Effi Briest,daß man ganz da steht,"[[571593, 571614]]",non_event,,,,,['thought_representation'],,,['conditional_sentence']
Effi Briest,wo man hin gehört,"[[571616, 571633]]",non_event,,,,,['thought_representation'],,,['conditional_sentence']
Effi Briest,aber welcher Beamte kann das von sich sagen,"[[571635, 571678]]",non_event,,,,,['thought_representation'],,,['question']
Effi Briest,und zum zweiten und besten in einem behaglichen Abwickeln des ganz Alltäglichen,"[[571681, 571760]]",non_event,,,,,['thought_representation'],,,['ellipsis']
Effi Briest,also darin,"[[571762, 571772]]",non_event,,,,,['thought_representation'],,,['ellipsis']
Effi Briest,daß man ausgeschlafen hat,"[[571774, 571799]]",non_event,,,,,['thought_representation'],,,['modalised_statement']
Effi Briest,und daß einen die neuen Stiefel nicht drücken,"[[571800, 571845]]",non_event,,,,,['thought_representation'],,,"['modalised_statement', 'negation']"
Effi Briest,Wenn einem die 720 Minuten eines zwölfstündigen Tages ohne besonderen Ärger vergehen,"[[571847, 571931]]",non_event,,,,,['thought_representation'],,,['conditional_sentence']
Effi Briest,so läßt sich von  einem glücklichen Tage sprechen,"[[571933, 571981]]",non_event,,,,,['thought_representation'],,,['conditional_sentence']
Effi Briest,In einer Stimmung war Innstetten auch heute wieder,"[[571984, 572001], [572052, 572084]]",stative_event,,,['yes'],,['narrator_speech'],[1],,
Effi Briest,die derlei schmerzlichen Betrachtungen nachhing,"[[572003, 572050]]",process,['yes'],['yes'],['yes'],[1],['narrator_speech'],[1],,
